name,lat,long,review,cusine,num_rate,cost_one,Location
Chinese Chaska,12.98021258,77.75740262,71,"chinese, north indian, biryani",3.8,400,whitefield
Prajwal The Restaurant,12.94950363,77.71573786,86,"chinese, north indian, mughlai",3.6,400,marathahalli
Ruchira,13.00596343,77.75645748,6,"bengali, chinese, north indian",3.8,400,whitefield
Mrs Iyengar's Kitchen - Traditional Home Food,13.00371751,77.71198109,53,"south indian, tamil, desserts",3.8,400,kr puram
Kolkata Spicy Restaurant,12.99042824,77.68707845,46,"north indian, biryani, rolls",3.4,400,marathahalli
Laali Da Dhaba,12.9658395,77.7179513,28,"north indian, bbq",3.4,400,brookefield
The Tea Brewery,12.9768651,77.7108381,1332,"tea, fast food, beverages",4.3,100,brookefield
Mr Momo,12.947871,77.715469,1233,"chinese, momos",4.1,100,marathahalli
Sorse,12.95890501,77.74644345,1410,"bengali, seafood, north indian, mughlai, rolls, beverages, desserts",4,100,near whitefield
Wokanaka - The Casual Chinese Pitstop,12.9555915,77.7200608,0,"chinese, asian, seafood, thai, beverages",New,100,whitefield
Roj Ka Khana - Daily Meals,12.98023186,77.75746062,29,north indian,4,100,whitefield
Hoisin,13.0105735,77.7601449,528,chinese,4.3,100,whitefield
The Baklava Company,12.9691623,77.7416716,80,desserts,4,100,whitefield
Seheru's Kitchen,12.97276023,77.75437843,826,"afghan, north indian, biryani",3.7,100,whitefield
VBP Catering & Vasuda Hotel,12.984232,77.767751,8,"south indian, north indian, chinese",3.7,100,whitefield
Gita Foods,12.95097305,77.71561235,521,"chinese, south indian, north indian, biryani",3.2,100,brookefield
New Paratha Express,12.9662912,77.7182303,435,north indian,3.8,100,brookefield
Amma Restaurant,12.99105356,77.72091718,9,"north indian, south indian, mughlai, seafood",3.6,100,whitefield
Artinci - Indulge Guilt Free!,12.98426341,77.74688836,1607,"desserts, ice cream, bakery",3.9,150,whitefield
Mann Food Court,12.98032105,77.75745258,21,"biryani, north indian, mughlai, chinese, beverages",3.8,150,whitefield
Iceberg Organic Icecreams By EatFit,12.956779,77.743647,0,"ice cream, desserts",3.9,150,whitefield
Street Foods By Punjab Grill,12.989692,77.72821,0,"north indian, street food, fast food, beverages",3.5,150,whitefield
Mamagoto,12.94962845,77.69910682,1025,"asian, chinese, thai",3.9,150,marathahalli
Srinidhi Sagar,12.9917568,77.7205362,73,"chinese, south indian, north indian, biryani",4.2,150,whitefield
Element3,12.9563526,77.732643,304,"chinese, north indian",4.2,150,whitefield
Angel's Kitchen,12.97798605,77.76985612,42,"kerala, south indian",4.2,150,whitefield
Litti House,12.96169304,77.7167514,205,"north indian, bihari, biryani",4.1,150,brookefield
Kartik's Mithai Shoppe,12.97905635,77.75142297,109,"mithai, street food",4.2,150,whitefield
Piazza Pizza By Little Italy,12.99326,77.699066,32,"pizza, fast food",3.3,150,kr puram
Puliyogare Palace,12.995904,77.769201,66,"south indian, desserts",3.1,150,whitefield
The Red Box,12.956368,77.71001,6,"chinese, thai",4,200,marathahalli
Kolkata Famous Kati Rolls,13.00414907,77.70806104,247,rolls,3.8,200,kr puram
New Kolkata Style Famous Kati Rolls,12.95713507,77.74323117,582,"chinese, rolls, south indian, biryani",3.2,200,whitefield
Muziriz-The Taste of Malabar,13.00843669,77.75870582,370,biryani,3.7,200,whitefield
Flavours Of Andhra,12.956755,77.714997,133,"andhra, seafood",3.7,200,brookefield
Anjarai Petti,12.95748893,77.71446481,6,"south indian, chinese, biryani, tamil, sichuan",3.6,200,brookefield
Paratha Center,12.9890552,77.7155573,2208,north indian,4.1,200,whitefield
With Love From Home,12.95655053,77.71492951,4477,"bengali, north indian, south indian, andhra, chettinad, mughlai, shake",3.6,200,brookefield
Millet Express,12.96924002,77.7374311,220,south indian,3.9,200,whitefield
Nomad Pizza - Traveller Series,12.98899434,77.71226214,215,"pizza, beverages",4.1,200,whitefield
Sundae Everyday Ice Creams,12.98318954,77.7520201,371,"beverages, ice cream, desserts",3.7,150,whitefield
HRX by EatFit,12.9847417,77.7489265,13,"healthy food, beverages, mediterranean, burger, desserts, wraps, pizza, salad",3.9,150,whitefield
Auntie Fung's,12.957593,77.708689,1681,"asian, chinese, thai, vietnamese, japanese, indonesian, burmese, korean",4,150,marathahalli
The Pallet,12.99062131,77.72313204,7035,"finger food, north indian, continental, chinese, italian, beverages",3.8,150,whitefield
Budget Saapadu,12.9842147,77.7340731,662,"biryani, south indian, chettinad, tamil, chinese, andhra, beverages",3.3,150,whitefield
Kathi Junction,12.9827557,77.7627799,44,"rolls, fast food, north indian, desserts, beverages",4,150,whitefield
Aditya Sweets,12.95578204,77.72815112,73,"mithai, street food",4,150,whitefield
Kolkata Famous Kati Roll,13.006938,77.750164,13,rolls,4.1,150,whitefield
Park N Eat,13.0176075,77.70470425,182,"chinese, north indian",3.9,150,kr puram
Fabelle Chocolates,12.9561604,77.72152506,49,"desserts, bakery",4,150,whitefield
The Spice Studio,13.0174893,77.7625165,1977,"south indian, momos, rolls, street food, biryani, kebab, hyderabadi, beverages",4.1,150,whitefield
Baking Bad - Pizza Delivery,12.96354,77.732376,470,"pizza, italian, fast food, beverages, desserts",4,150,whitefield
Angaar Pizza,12.982637,77.7670173,40,"pizza, sandwich, burger, pasta",3.6,200,whitefield
Hyderabadi  Suchi Biryani,12.9486747,77.7131009,333,biryani,3.3,200,marathahalli
N Neerav Chinese Cuisine,13.01583863,77.76211895,485,"chinese, sichuan",3.8,200,whitefield
Bengali Dhekur,12.9564218,77.7433586,314,"bengali, biryani",4,200,whitefield
Soulful Sweets & Savories,12.9911779,77.7488964,384,"mithai, street food",4.1,200,whitefield
Dock Frost'd,12.9939713,77.6993338,434,"ice cream, desserts, beverages, shake",4.5,200,kr puram
Valluvan Cafe,12.98021519,77.75743045,4,"biryani, chinese, north indian, seafood, mughlai, fast food, kebab, sichuan",3.7,200,whitefield
Drip The Cafe Bar,13.01007853,77.70834871,12,"fast food, street food, pasta, sandwich, beverages, desserts",3.9,200,kr puram
Bowl Soul,12.985974,77.745001,28,"fast food, beverages",3.8,200,whitefield
The Sugar Free Keto Kafe - Artinci,12.98427485,77.74688635,74,"desserts, ice cream, bakery",4.3,200,whitefield
Sizzlers Pizza Inn,13.0054525,77.7489061,84,"pizza, fast food",3.4,200,whitefield
Salem Kitchen,12.96441079,77.7155387,316,"chettinad, chinese, south indian, mughlai, biryani, sichuan",3.8,200,brookefield
Shawarma House,12.96738631,77.71425761,605,lebanese,3.8,150,brookefield
Sanatani,12.95702,77.71479,678,bengali,3.6,150,marathahalli
S.M.S.Evening Fast Food,12.9568281,77.742609,34,"hyderabadi, chinese, north indian, sichuan",3.8,150,whitefield
Paradise Biryani House,12.94890339,77.71178998,605,"biryani, kebab",3.2,150,marathahalli
Biergarten,12.98241851,77.708515,19063,"continental, european, bbq, chinese, asian",4.1,150,near whitefield
Andhra Kafe,12.98893491,77.72653576,329,"andhra, south indian, north indian, lucknowi, chinese, ice cream, beverages",3.8,150,whitefield
Five Star Chicken,12.98085293,77.75778651,34,"fast food, burger, rolls",3.9,150,whitefield
Sabzi Aur Roti,12.9508946,77.7310637,298,north indian,3.3,150,whitefield
That Bangalore Place,12.98259068,77.76355743,4053,"north indian, chinese",4.1,150,whitefield
RKD Kitchen,12.9552446,77.7383063,224,street food,3.6,150,whitefield
Calcutta Biryani Club,12.95718,77.71475,514,"biryani, rolls, north indian, fast food",4.1,150,brookefield
New Galaxy Restaurant,13.0050942,77.7037279,135,"north indian, chinese, mughlai, biryani, arabian, fast food, sichuan",3.5,150,kr puram
Naidu Andhra Mess,13.01207945,77.70993785,4,"biryani, andhra",3.4,50,kr puram
Omm Nom Nomm,12.96895949,77.73784798,1078,"ice cream, desserts",4.6,50,whitefield
Burger Hangout,12.9913567,77.72103254,440,"burger, fast food, wraps, pizza, rolls, shake",3.5,50,whitefield
Pind Balluchi,12.9598144,77.74726354,524,"north indian, mughlai, desserts",3.5,50,whitefield
Saiko Sushi House,12.993898,77.692467,502,"sushi, japanese",4,50,kaggadasapura
ATH - All Things Healthy!,12.97987657,77.73361916,768,healthy food,4.1,50,whitefield
Cold Stone Creamery,12.97660209,77.72572272,705,"ice cream, desserts, waffle, shake, beverages",4.1,50,whitefield
Udupi Ruchi,13.00321445,77.71281727,256,south indian,3.7,50,kr puram
Cake 24x7,13.00038408,77.75089022,468,"bakery, desserts",3.5,50,whitefield
Khichdi Kahani,12.9482958,77.7166555,70,north indian,3.1,50,brookefield
PVR Cafﾃｩ,12.98759197,77.7362708,66,"fast food, momos, beverages",3.5,50,whitefield
Veg Daawat By Behrouz,12.9573929,77.7087621,5,"biryani, mughlai, north indian",4,50,marathahalli
Jubli Biryani,12.983855,77.748969,329,"andhra, biryani, chinese, north indian, kebab, sichuan",3.6,250,whitefield
Chatora Chaat Corner,12.98241688,77.76713938,33,street food,3.9,250,whitefield
Fresh Cafe,12.9905122,77.69331191,9,"chinese, fast food, desserts, beverages, juices",3.8,250,marathahalli
Bluebird Cafe,12.95334258,77.7151813,8,"north indian, south indian, fast food, chinese, sichuan, beverages",3.7,250,marathahalli
Santrupti Biriyani Mane,13.01539829,77.76185811,9,"biryani, south indian, north indian, chinese, sichuan",3.8,250,whitefield
Andhra Spice Hub,12.96228345,77.71667495,45,"andhra, biryani",3.9,250,brookefield
Sai Foods,12.95738699,77.71450102,184,"north indian, chinese, street food, beverages, desserts",3.7,250,brookefield
Ghar Ke Phulke,12.96932607,77.73534581,25,north indian,3.8,250,whitefield
Uruvalu Biryani,12.98032105,77.75745258,12,"north indian, chinese, biryani, mughlai, kebab, sichuan, juices, shake",3.9,250,whitefield
Cafe Mumbai,13.01277124,77.7623456,11,"maharashtrian, street food",4,250,whitefield
Jade,12.9576548,77.7088102,700,"chinese, seafood, sichuan",4,250,marathahalli
Uncle Peter's Pancakes,12.95636738,77.74108105,205,desserts,4,250,whitefield
Rangamati Bengali Cuisine,12.9980153,77.75636729,29,"bengali, north indian, chinese, fast food, biryani, desserts",3.4,150,whitefield
7 Days Restaurants,12.94866584,77.71201998,151,"north indian, chinese, mughlai, biryani, sichuan",3.4,150,marathahalli
Signature Wraps & Rolls By Faasos,12.9651,77.7182,0,"rolls, wraps",-,150,brookefield
House Of Mughals,12.956285,77.721499,4,"mughlai, biryani, kebab, north indian, bbq, desserts",3.5,150,brookefield
Vinayaka 99 Variety Dosa Corner,12.9911591,77.6871774,213,south indian,4.1,150,kaggadasapura
Paratha Joint,12.9900611,77.685436,417,north indian,4.3,150,kaggadasapura
Saanvika Foods,12.9629569,77.7132801,3,"burger, sandwich, waffle, ice cream, shake, desserts, beverages",3.7,150,brookefield
The Bawarchi,13.0160216,77.762063,3271,"hyderabadi, north indian, chinese, biryani",3.6,150,whitefield
The Burrito Company,12.956559,77.71471,247,"mexican, beverages",3.9,150,brookefield
Deccan Paradise,12.9869468,77.7367317,452,"biryani, chinese, seafood",3.9,150,whitefield
Indian Aroma Resto Cafe,12.9853379,77.7081401,15,"south indian, north indian, biryani",4,150,brookefield
The Kim Chi Chef,13.00843896,77.75888186,210,"chinese, thai",4,150,whitefield
Bengal Sweet And Restaurant,12.9832787,77.7680166,5,"mithai, chinese, rolls, biryani, fast food, street food, north indian, bengali",3.5,100,whitefield
Stonelicious,12.9565172,77.70994965,194,"desserts, ice cream, beverages, shake",4.3,100,marathahalli
Chintu's,13.0083064,77.7588426,11,"fast food, north indian, desserts, beverages",3.7,100,whitefield
Trattoria By Toscano,12.98986,77.72808,156,"italian, continental, healthy food, desserts, salad, shake, seafood",3.9,100,whitefield
Saha Cabin Bengali Hotel,12.9841837,77.73402046,11,bengali,3.3,100,whitefield
Bhojanashala,12.9758001,77.7268632,10,south indian,3.7,100,whitefield
Rolls First,12.95374709,77.71517862,2339,"rolls, north indian, fast food, mughlai, sichuan",4,100,marathahalli
O2 Juice Bar,12.982594,77.706055,1138,"juices, beverages, healthy food, desserts, shake",4.2,100,whitefield
Kolkata New Style Famous Kati Roll,12.95706645,77.74327643,291,"chinese, rolls, seafood",3.5,100,whitefield
Buffalo Wild Wings,12.997063,77.696525,265,"american, mexican, healthy food, finger food, fast food, desserts",3.5,100,near whitefield
Burger Express,12.9486747,77.7131009,416,"burger, fast food, shake",3.4,100,marathahalli
Burgerama,12.96376775,77.73233224,387,"burger, beverages, fast food",4.2,100,whitefield
Pizza @ 109,12.99137108,77.721055,123,pizza,3.6,200,whitefield
Via Milano,12.96457481,77.71588102,200,"pasta, seafood, fast food, beverages",3.6,200,brookefield
Asia Seven,12.989692,77.72821,1,"chinese, momos, beverages",3.8,200,whitefield
Candice's Gourmet Sandwiches,12.956632,77.732311,86,"sandwich, salad, american, beverages, desserts",4.3,200,whitefield
Kerala Note Book,12.95595782,77.72165649,357,"kerala, south indian",3.4,200,whitefield
Chaishala-Chuski Chai Wali,12.95705012,77.73119845,1423,"tea, beverages, street food, fast food",4.3,200,whitefield
Crazy Pizza,12.994143,77.699405,10,pizza,3.8,200,kr puram
Dil Tiffins,12.957034,77.743308,18,"south indian, beverages",3.9,200,whitefield
Green Cravings,12.985974,77.745001,34,"healthy food, continental",3.5,200,whitefield
Shanghai Social,12.9658395,77.7179513,9,"chinese, sichuan",3.2,200,brookefield
Edesia by Freshmenu,12.98621644,77.74498701,199,"bakery, desserts",3.4,200,whitefield
Flirt With Spices,12.9856818,77.7544622,154,"bihari, north indian",4.2,200,whitefield
Kheer Kadamb Bengali Sweets,12.9699721,77.7501112,840,"mishti, street food",3.8,50,whitefield
Tummy Full,12.9856947,77.76690435,956,south indian,4,50,whitefield
Infinity Family Restaurant,12.99480624,77.68545806,54,"north indian, chinese, seafood, biryani",4.1,50,kaggadasapura
BLD Restaurant,12.99334,77.72146,381,"north indian, chinese, fast food, desserts, beverages, sichuan",3.4,50,whitefield
Bombay Brasserie,12.95606565,77.72154685,150,"modern indian, bar food, beverages",4,50,whitefield
Mr. Shawarma,12.96980938,77.74969887,305,"lebanese, fast food, wraps, beverages",3.8,50,whitefield
DP Ambur Hot Dum Biryani,12.9904535,77.6883894,111,"biryani, kebab",3.8,50,kaggadasapura
Fnp Cakes 'N' More,13.0083988,77.7588815,37,"bakery, desserts",4,50,whitefield
Trattoria By Toscano,12.95670083,77.7317939,440,"italian, continental, healthy food, desserts, salad, shake",3.9,50,whitefield
Navras,12.96421541,77.71502607,29,"north indian, street food, desserts, beverages",3.9,50,brookefield
Wack Waffles & Brownies,12.99626,77.69564,2,"waffle, desserts, beverages",3.7,50,kr puram
Prowl Foods By Tiger Shroff,12.95557069,77.71937134,302,"asian, north indian, healthy food",3.4,50,marathahalli
Protein Chef,12.97982754,77.73364524,46,"sandwich, rolls, north indian",3.8,200,whitefield
MS Bengali Hotel,12.98419638,77.76619524,393,"bengali, north indian, chinese, biryani",3.4,200,whitefield
A.S Star Biryani,12.9914157,77.7664428,40,"north indian, chinese, lebanese",3.2,200,whitefield
My Lunch Boxx - Mamatha's Home Food,12.9858295,77.7669767,751,"south indian, north indian",3.9,200,kadubeesanahalli
Windmills Craftworks,12.98243909,77.72208095,6617,"continental, north indian, mughlai, kebab, desserts",4.1,200,whitefield
Slurpy Shakes,12.98319542,77.75202915,34,"beverages, ice cream, desserts",3.7,200,whitefield
CupCake Noggins By CakeZone,12.969364,77.735221,71,"bakery, desserts",3.6,200,brookefield
Gourmet Ice Cream Cakes by Baskin Robbins,12.96656896,77.71822451,137,"bakery, desserts, ice cream",4.2,200,marathahalli
Amar Rannaghor,12.95741574,77.70878289,1481,"bengali, mishti",3.6,200,marathahalli
Regale Restaurant,12.95103412,77.71407623,46,"north indian, chinese, mughlai, kebab, beverages",4.1,200,marathahalli
The Coffee Brewery,13.00470541,77.71770114,111,"cafe, beverages, fast food, burger, wraps, desserts",4,200,kr puram
Ramdev Sagar,12.9588988,77.71933135,147,"south indian, chinese, street food, north indian, biryani, ice cream, beverages, shake",3.9,200,brookefield
Punjabi Park Restaurant,12.99789279,77.68761825,27,"north indian, chinese, sichuan",3.7,150,kr puram
The Food Village,12.95090429,77.71548734,1041,"fast food, north indian, bengali",3.4,150,brookefield
Ocean Cake,12.993113,77.68901,38,"bakery, shake",3.3,150,whitefield
Lassi Ghar,12.96076022,77.71366786,9,"beverages, ice cream, fast food, desserts, shake",3.5,150,near brookefield
153 Biere Street,12.96311433,77.75094587,3455,"asian, continental, north indian, malaysian, italian, desserts",4.1,150,whitefield
Oota Bangalore,12.98246262,77.72197735,696,"mangalorean, south indian",4.1,150,whitefield
Ledikeni Sweets & Savouries,12.95666162,77.7146415,21,"mithai, desserts, street food, mishti",4.1,150,marathahalli
NN Food Court,13.00449796,77.71532983,9,"north indian, biryani, shake",3.6,150,kr puram
Naan King,12.9679128,77.7341135,110,"north indian, fast food, beverages",4.1,150,whitefield
The Hyderabad Chefs,12.97987248,77.75247809,1009,"north indian, chinese, biryani, rolls, beverages, shake, sichuan",3.1,150,whitefield
Cake Junction,12.99301238,77.68909045,25,"bakery, shake",2.8,150,kaggadasapura
Ambur Hot Dum Biriyani,12.9573053,77.70279083,69,"biryani, kerala",4.3,150,marathahalli
Cafe Noir,12.99735964,77.69641221,1686,"continental, italian, mexican, american, waffle, beverages, desserts",3.7,400,whitefield
Ciro's Pizzeria,12.98953023,77.72810317,105,"pizza, panini",4.1,400,whitefield
Andhra Meal Co,12.99787,77.76555,21,"south indian, desserts",2.9,400,whitefield
Bangarpete Chats,12.960301,77.719927,125,fast food,4,400,sri rama pg
Peppy Parathas & Rolls by Chai Point,12.9897032,77.7281353,32,"fast food, north indian, rolls, healthy food",3.3,400,whitefield
Gilly's Restobar,12.95572486,77.71459121,3023,"finger food, north indian, oriental, seafood, continental, italian, beverages",3.9,400,marathahalli
Blue Tokai Coffee Roasters,12.99620186,77.69541912,102,"cafe, coffee, healthy food, beverages, desserts, american, burger, sandwich",4,400,kr puram
Dragonite - Chinese Cuisine,12.99845864,77.71723688,122,"chinese, thai, sichuan",3.8,400,whitefield
Khane Ka Khazana,12.95765262,77.71460261,42,"north indian, rolls, fast food",3.5,400,marathahalli
Darbar Chowk,12.97315121,77.77001953,41,"north indian, chinese, biryani",4.1,400,whitefield
Rekha Restaurant,12.96789959,77.71855451,120,"north indian, chinese, kerala, beverages, sichuan",3.9,400,brookefield
Living Bowls,12.99410944,77.69931229,498,healthy food,4,400,kr puram
Mani's Hyderabadi Biryani,12.94883689,77.71297273,287,"biryani, north indian, chinese",3.2,400,marathahalli
Nomad Rolls & Shakes,12.98056608,77.75761619,21,"rolls, shake, chinese, lebanese, sandwich, fast food, beverages, italian",3.3,400,whitefield
Hopshaus,12.96721641,77.7498978,242,"continental, north indian, chinese, beverages, desserts, sichuan",3.7,400,near whitefield
Mondelice Cakes,13.0025196,77.7123851,4,"bakery, fast food",3.9,400,kr puram
Hotel Uttam Sagar,12.99796107,77.75660601,22,"north indian, chinese, seafood, sichuan",3.9,400,whitefield
Delhi Kitchen,12.98409941,77.73399062,5311,north indian,3.1,400,whitefield
Noodle Bar,12.99750403,77.69670054,1667,"chinese, seafood, thai, momos, beverages",3.9,400,whitefield
Burgers@59,12.9914521,77.7211006,55,"burger, fast food",4,400,whitefield
Delhi Walle,12.94988756,77.71570735,513,"north indian, street food, chinese, beverages",3.8,400,marathahalli
Hard Rock Cafe,12.987178,77.736479,659,"continental, american, fast food, beverages, desserts",3.8,400,whitefield
Maharaja Kitchen,12.948735,77.7130163,699,"biryani, chinese, north indian, sichuan",3.6,400,brookefield
INOX,12.96583403,77.7181267,20,"fast food, street food",3.6,400,brookefield
Facecake,13.00443491,77.71632995,46,"bakery, desserts",3.1,200,kr puram
VV Biryanis,12.984231,77.734017,708,"biryani, north indian, chinese, street food, beverages, south indian",3.5,200,whitefield
Soroush Biryani,12.98624878,77.74499841,208,"biryani, north indian, mughlai",3.4,200,whitefield
Lola,12.99260761,77.70301346,354,"sandwich, pizza, salad, fast food",4.3,200,whitefield
Mitti Cafe,12.9596271,77.7479488,1,"south indian, chinese",3.8,200,whitefield
Chandni Chowk,12.9496157,77.7140142,243,"street food, north indian, mithai",3.7,200,marathahalli
Cake Hopper,12.97196565,77.73468331,297,"bakery, beverages, shake",3.6,200,whitefield
Bangalore Tiffin Fusion (BTF),12.9803665,77.7477737,37,"north indian, fast food",4,200,whitefield
Cream Hut,13.00267,77.75716,60,"desserts, beverages",3.8,200,whitefield
Just Bake,12.9937863,77.7006806,50,"bakery, fast food",3.6,200,kr puram
Nepali Restaurant,13.0144142,77.7041453,32,"north indian, chinese, momos",3.9,200,kr puram
Sufis Fast Foods,12.96530963,77.71412618,50,chinese,4,200,brookfield
Sri Lakshmi Bhavan,12.9498129,77.7128214,4,"chinese, south indian",3.8,100,marathahalli
Iyengars Bread Basket,12.96269023,77.71324508,1021,"bakery, desserts, fast food",3.6,100,mahadevapura b.b.m.p brookefield
New Pizza pie,12.99135278,77.72103187,414,"pizza, fast food",3.2,100,whitefield
Sandwich 2 Poha,12.9619476,77.7154381,309,"sandwich, beverages",4.2,100,brookefield
The Restaurant @Whitefield,12.9709355,77.75057036,50,"south indian, north indian, chinese, biryani, beverages, sichuan",3.7,100,whitefield
Biryani Bandhan,12.9846177,77.7491639,0,"north indian, chinese, biryani",New,100,whitefield
Kolkata Famous Kati Roll,12.9891355,77.68919706,18,rolls,3.9,100,kaggadasapura
Naaku's Kitchen,12.95643,77.70989,287,"north indian, chinese, bengali, sichuan",3.7,100,marathahalli
MFC Juice And Cafe,12.9802949,77.7575265,70,"ice cream, beverages, juices",3.9,100,whitefield
Gismat Arabic Jail Mandi Restaurant,12.9478386,77.6993348,0,"arabian, mandi, kebab, north indian",New,100,marathahalli
Jain Sweets And Savories,13.0026029,77.7571106,0,"mithai, street food, beverages",-,100,whitefield
Collage By Toscano,12.95989371,77.74770107,266,"mughlai, north indian, asian, continental, pizza, pasta, beverages",4.1,100,whitefield
Biryani Mount,12.96202206,77.7486147,91,"biryani, north indian",3.8,300,whitefield
Snacks & Sundaes,12.99386734,77.69927144,284,"fast food, sandwich, street food, desserts, coffee, tea, juices, beverages",3.5,300,kr puram
Sonar Bangla,12.9564218,77.7433586,45,"bengali, chinese, sichuan, seafood",3.8,300,whitefield
Tandoor Box,12.99208262,77.70286292,1669,"fast food, north indian, rolls",3.9,300,whitefield
Andhra Tiffin Room,13.0174378,77.76226352,66,"north indian, south indian, chinese, beverages",4,300,whitefield
Ohh Kolkata,12.96005218,77.7138174,204,bengali,3.5,300,brookefield
Sardarji Di Rasoi,12.9508946,77.7310637,57,"north indian, beverages",3,300,whitefield
Odia Dhaba,12.94889005,77.71302827,98,"north indian, chinese, odia",3.2,300,brookefield
Cakebee,12.995894,77.699405,255,"bakery, desserts",4.3,300,kr puram
Eatoz,12.95011236,77.71571204,87,"north indian, chinese, fast food, shake, sichuan",3.6,300,whitefield
New Ankur Restaurant,12.9922869,77.7170607,19,"north indian, chinese, mughlai, sichuan",3.8,300,whitefield
Sandwich Binge,12.99384414,77.69921746,292,"sandwich, fast food, beverages, sichuan",3.4,300,kr puram
Fusion Biryani,12.99787,77.76555,15,"biryani, mithai",2.9,250,whitefield
Darby's Pastries,12.9917533,77.6895919,85,bakery,4.2,250,kaggadasapura
Halwai Sweets And Snacks,13.0124525,77.7625179,56,"mithai, desserts, street food",3.8,250,whitefield
Cheesecakes By CakeZone,12.969364,77.735221,0,"bakery, desserts, beverages, ice cream, juices, bengali, mithai",-,250,brookefield
Waffle Dreams,13.00458127,77.71486212,43,"desserts, fast food, beverages, shake",3.3,250,kr puram
Hyderabadi Old Biryani,12.9487027,77.7130773,87,biryani,2.8,250,marathahalli
Desi Chats,12.98933119,77.68933319,41,"street food, north indian",3.6,250,kaggadasapura
Biryani Factory,12.9960889,77.6943622,808,"biryani, north indian, chinese, sichuan",3.3,250,kr puram
Marwadi Chaat Tiffin Services,12.9508946,77.7310637,420,"north indian, chinese, street food",3.2,250,whitefield
Sargam Sweets,12.9488905,77.7080905,29,"mithai, street food",4.1,250,marathahalli
Fresca,12.95655184,77.7149285,259,"fast food, italian",3.4,250,brookefield
Vijayawada Tiffins,13.01743253,77.76235884,372,"south indian, north indian",3.7,250,whitefield
Hara Bhara Box,12.96424024,77.71502607,6,"north indian, beverages, desserts, juices",3.1,200,brookefield
Vishal Sweets And Snacks,12.94964936,77.71564063,308,"mithai, street food",4.1,200,near more super market. marathahalli
House of Momos By A1 Food Services,13.018228,77.719909,183,momos,3.4,200,kr puram
Cafe Factory Co,12.9486747,77.7131009,47,"cafe, juices, beverages",3.8,200,marathahalli
Momo Burger Joint,12.9487217,77.7131317,39,momos,4,200,marathahalli
Burger Shop,12.9914521,77.7211006,121,"burger, fast food",3.8,200,whitefield
The Fat Chef,12.95482467,77.72340867,1713,"japanese, italian, north indian, desserts, beverages",4.1,200,whitefield
Sanskriti Tiffins,12.9544228,77.7209305,30,"north indian, biryani, mughlai",4,200,brookefield
Burgerito,12.9636878,77.7324564,195,fast food,3.9,200,whitefield
Kapital Kitchen,12.99693792,77.69433758,34,"north indian, south indian, biryani",4,200,whitefield
Bay Leaves,12.98364823,77.75285058,161,"north indian, hyderabadi, continental, italian, chinese, sichuan",3.5,200,whitefield
Punjab Time,12.9508946,77.7310637,52,north indian,3.2,200,whitefield
The Biryani Cart,13.00579323,77.75212973,111,"north indian, biryani, chinese, seafood",3.5,150,whitefield
Food Court,12.989049,77.715661,0,north indian,-,150,whitefield
Sri R Restaurant,12.9692333,77.7127817,0,"chinese, north indian, mughlai, sichuan",New,150,brookefield
Bangarpet Pani Puri,12.977399,77.770325,81,street food,3.4,150,whitefield
Biryani Time,13.0042601,77.7208889,29,"biryani, chinese",3.9,150,kr puram
Meat Up Hearth,12.9491642,77.7081833,173,"north indian, biryani",3.9,150,marathahalli
New Punjabi Tadka Express,12.99776963,77.68774968,1372,"north indian, chinese, sichuan",3.5,150,kr puram
Chini Mirchi Indo-Chinese Kitchen,12.9804281,77.7575896,175,"chinese, sichuan",3.6,150,whitefield
Jitu Bhai Dahibara Sweets & Savouries,12.94866976,77.71288399,1597,"south indian, north indian, desserts",3.7,150,marathahalli
Chatpata India,12.96343821,77.73229798,1238,"street food, desserts, beverages",4,150,whitefield
Kolkata Kitchen,12.9564218,77.7433586,286,"bengali, seafood",3.6,150,whitefield
Madurai Tiffin House,12.98430608,77.73426783,24,"south indian, beverages",3.2,150,whitefield
Food Point,12.9890568,77.7156849,17,"healthy food, north indian",3.1,200,whitefield
New York Waffles & Dinges,12.99626,77.69564,2,"waffle, desserts, shake, beverages",3.6,200,kr puram
Amritam Super Foods,12.9939713,77.6993338,418,"salad, healthy food, juices",4.4,200,whitefield
Dhaba Downtown,12.9677493,77.73430746,807,"north indian, chinese, sichuan",4,200,whitefield
Yumm Roll Mania,12.97082507,77.76742637,91,"rolls, momos, chinese, north indian",3.8,200,whitefield
Kava Kitchen & Bar - Fairfield by Marriott,12.98105679,77.7092164,291,"north indian, south indian, continental, american, asian, desserts, beverages",3.2,200,whitefield
Hﾃ､agen Dazs,12.9976229,77.6970703,252,"ice cream, beverages, desserts",4.3,200,whitefield
Huber & Holly,12.9566175,77.700019,59,"bakery, desserts, beverages",3.7,200,marathahalli
McCafe by McDonald's,12.99647,77.69519,0,"coffee, desserts, beverages",3.6,200,kr puram
The Daily Bowl,12.948307,77.716638,23,north indian,3,200,marathahalli
Flying Kombucha,12.9634785,77.7324701,15,beverages,4,200,whitefield
Cookie Man,12.989511,77.728144,100,bakery,4.2,200,whitefield
89 Express Dhaba,12.9508946,77.7310637,85,north indian,3,200,whitefield
Pind Da Chula,12.9565484,77.70988501,113,north indian,3.4,200,marathahalli
Litti Chokha Wala,12.9487656,77.7130658,185,bihari,3.5,200,marathahalli
E@t at tripti,12.982585,77.73353,67,"bengali, north indian, chinese",3.2,200,whitefield
